,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33323,"et , l' enveloppant dans son pardessus , réussit à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33328,"son pardessus , réussit à la sauver . Elle en",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33331,réussit à la sauver . Elle en fut quitte pour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33381,eues peut - être si Cécilie avait pu supporter les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33388,pu supporter les fatigues de sa nouvelle vie . Ces,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33419,une existence tranquille . Comme elle avait les yeux brillants,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33430,"les joues colorées , qu' elle était gaie , personne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33441,"s' inquiétait , pas même sa mère . Mais ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33456,"finie , tandis qu' on la rappelait pour la quatrième",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33464,"la quatrième fois , on la vit s' affaisser évanouie",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33493,"d' une fièvre nerveuse . Cécilie fut très malade ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33514,"lit , avait peur de cette enfant qui ne reconnaissait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33516,avait peur de cette enfant qui ne reconnaissait plus personne,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33522,"ne reconnaissait plus personne , qui parlait toujours , toujours",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33529,"toujours , toujours , et racontait des histoires qui n'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33555,avoir consenti à ce que la petite jouât ce rôle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33564,"rôle , ce rôle qui l' avait tuée , croyaient",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33603,"Nul doute que , si l' enfant était morte ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33643,", et , comme on lui défendait de lire ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33674,"fille pour tenir compagnie à la convalescente , disant qu'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33681,", disant qu' il viendrait la reprendre quand il aurait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33692,sa tournée de visites . Georgina était une très aimable,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33694,"de visites . Georgina était une très aimable enfant ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33760,amusements de cette journée ; Georgina l' avait beaucoup admirée,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33766,l' avait beaucoup admirée et elle répéta plus d' une,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33773,plus d' une fois qu' elle n' avait jamais eu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33805,- t - elle à Cécilie de donner Diamantine à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33808,elle à Cécilie de donner Diamantine à sa nouvelle amie,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33810,Cécilie de donner Diamantine à sa nouvelle amie . Cécilie,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33814,à sa nouvelle amie . Cécilie soupira un peu ;,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33820,"soupira un peu ; cependant elle dit oui , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33838,des Fées fut envoyée à Georgina . Celle - ci,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33840,fut envoyée à Georgina . Celle - ci accueillit d',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33857,; mais tout de suite elle réfléchit : « Oh,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33868,"non , papa , dit - elle , je ne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33871,", dit - elle , je ne puis pas accepter",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33882,ce serait mal de priver cette pauvre Cécilie de sa,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33886,priver cette pauvre Cécilie de sa poupée . — Si,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33892,"poupée . — Si , tu peux accepter , répondit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33900,", répondit le docteur . Cécilie aime les livres par",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33914,je vais aller choisir pour elle une douzaine de beaux,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33921,douzaine de beaux volumes . Elle sera heureuse comme une,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33954,"Ainsi fut fait , et notre héroïne demeura acquise à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33959,"notre héroïne demeura acquise à Georgina , qui , par",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33961,"demeura acquise à Georgina , qui , par amitié pour",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33966,"qui , par amitié pour Cécilie , lui conserva son",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33968,"par amitié pour Cécilie , lui conserva son nom de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33970,"pour Cécilie , lui conserva son nom de Diamantine .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33983,DE COUSINE EN COUSINE . Elle courut de sérieux dangers,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34001,"Casimir , le frère de Georgina , qui , dès",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34149,. Un matin qu' il la trouva seule au salon,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34163,empara et se disposait à la guérir de toute sorte,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34172,"sorte de maux , quand Georgina arriva juste à temps",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34178,arriva juste à temps pour la soustraire à ses soins,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34188,". Depuis ce jour , elle eut une extrême attention",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34194,eut une extrême attention à la tenir hors de la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34204,portée du terrible praticien . Diamantine fut heureuse d' abord,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34211,"heureuse d' abord auprès de Georgina , qui la soignait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34213,"abord auprès de Georgina , qui la soignait bien et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34214,"auprès de Georgina , qui la soignait bien et la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34218,qui la soignait bien et la menait quelquefois faire visite,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34219,la soignait bien et la menait quelquefois faire visite à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34226,"faire visite à Cécilie , son ancienne maîtresse ; mais",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34231,son ancienne maîtresse ; mais la fille du docteur avançait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34262,font négliger les poupées . Diamantine vit se passer des,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34271,des jours entiers sans que sa jeune maîtresse s' occupât,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34277,"jeune maîtresse s' occupât d' elle , puis des semaines",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34288,"puis des mois , et elle reconnut avec tristesse qu'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34293,elle reconnut avec tristesse qu' elle était oubliée tout à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34322,"était devenue si indifférente à Georgina , que celle -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34325,"indifférente à Georgina , que celle - ci en fit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34332,ci en fit cadeau à sa petite cousine Amélie pour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34347,à la condition toutefois qu' elle en aurait grand soin,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34387,eut fort à souffrir chez cette maîtresse - là .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_34454,", choquait au dernier point l' ancienne Reine des Fées",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4667,papas plus que tous . La pauvre Satin - Bleu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4675,"- Bleu , isolée dans sa vitrine après le départ",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4681,"vitrine après le départ de ses amies , se sentit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4701,"que Mlle Charmotte eût deviné son chagrin , soit pour",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4710,"pour tout autre raison , la belle affligée fut mise",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4720,"à l' étalage , avec son trousseau déployé autour d'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4725,son trousseau déployé autour d' elle . Il était magnifique,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4833,des touffes de bleuets . L' heureuse Satin - Bleu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4871,costume pour la gymnastique ; elle avait enfin des toilettes,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4961,main de leur poupée . Satin - Bleu avait des,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_4981,"cachemires , des fourrures ; elle avait une provision de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5005,gants assortis à chacune de ses toilettes ; elle avait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5008,chacune de ses toilettes ; elle avait une série de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5015,une série de chapeaux ; elle avait deux ombrelles et,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5023,ombrelles et trois éventails ; elle avait une parure de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5043,perles ; enfin rien ne lui manquait de ce qu',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5080,toutes ces belles choses qui lui appartenaient augmentait beaucoup son,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5084,qui lui appartenaient augmentait beaucoup son envie de quitter le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5094,magasin et de faire admirer ses toilettes les unes après,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5102,unes après les autres ; elle commençait à s' ennuyer,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5137,demandait maintenant le prix de Satin - Bleu ; mais,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5189,", on répondait : « Elle est trop belle ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5205,autre . Trop belle ! La pauvre petite commençait à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5233,"PETIT - FRISÉ . Cependant Satin - Bleu , à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5248,plus de distraction que lorsqu' elle était à son ancienne,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5251,que lorsqu' elle était à son ancienne place . Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5255,à son ancienne place . Elle voyait la rue et,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5351,par - dessus tout . Elle voyait le temps qu',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5408,de gaz du magasin . Elle voyait se croiser du,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5424,et les beaux équipages ; elle observait des passants de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5473,", courant aux provisions ; elle voyait des employés ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5529,"Parmi ces divers individus , elle avait remarqué un petit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5578,"suspendu à son épaule ; elle , avait les siens",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5647,admiration et de tendresse qui lui allait au cœur .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5669,"comme à l' ordinaire , elle fut bien surprise de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5707,"résolument : « Bonjour , madame , » dit -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5714,"» dit - il à Mlle Charmotte , en ôtant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5735,"Combien cette poupée , je vous prie ? » Si",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5740,vous prie ? » Si notre héroïne n' avait pas,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5764,Quoi ! c' était à elle que ce petit en,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5772,petit en voulait ! à elle que tant de beaux,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5773,en voulait ! à elle que tant de beaux messieurs,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5797,or pour l' obtenir ! Mlle Charmotte fut sans doute,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5806,"doute aussi étonnée , mais elle ne tomba point ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5814,"point , quoique rien ne l' en empêchât ; elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5818,ne l' en empêchât ; elle se borna à sourire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5830,"Elle est fort chère , mon petit ami . —",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5840,"Plus de quarante sous , madame ? — Beaucoup plus",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5861,"pièces de cent sous , mon garçon . — Oh",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5874,! » soupira - t - il . Toute la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5881,. Toute la joie de son petit visage s' était,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5893,on voyait au mouvement de ses lèvres qu' il avait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5896,mouvement de ses lèvres qu' il avait le cœur très,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5904,"cœur très gros , mais il se retenait de pleurer",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5911,retenait de pleurer : « Je vous demande mille pardons,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5912,"de pleurer : « Je vous demande mille pardons ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5917,"vous demande mille pardons , madame , de vous avoir",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5920,"pardons , madame , de vous avoir dérangée . »",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5926,avoir dérangée . » Comme il se dirigeait vers la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5933,"dirigeait vers la porte , Mlle Charmotte lui fit signe",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5935,"la porte , Mlle Charmotte lui fit signe de rester",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5942,signe de rester : « Je te vois passer tous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5943,de rester : « Je te vois passer tous les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5957,petite fille . C' est ta sœur ? — Oui,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5963,"sœur ? — Oui , madame . — C' était",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5981,"ses étrennes , oui , madame ; il y a",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5988,"il y a longtemps que j' amasse , à cette",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_5999,", les petits sous que je gagne . — Que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6004,"je gagne . — Que tu gagnes , comment ?",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6026,les heures que l' école me laisse libre . —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6031,me laisse libre . — Tu t' appelles ? —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6040,"— Jacques Imbert , et ma sœur , Rose .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6049,". — Eh bien , mon petit Jacques , puisque",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6054,"mon petit Jacques , puisque tu n' es pas assez",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6092,habillée de bleu : « Tu peux avoir celle -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6099,avoir celle - là pour tes quarante sous . »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6113,moins douze francs ; mais Mlle Charmotte était bonne ;,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6120,était bonne ; et puis elle avait perdu un neveu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6126,"avait perdu un neveu qu' elle idolâtrait , et Jacques",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6130,"qu' elle idolâtrait , et Jacques lui rappelait cet enfant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6131,"elle idolâtrait , et Jacques lui rappelait cet enfant .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6137,rappelait cet enfant . Cependant le petit garçon tournait sa,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6141,Cependant le petit garçon tournait sa casquette entre ses doigts,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6144,garçon tournait sa casquette entre ses doigts d' un air,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6155,. « Pourquoi ne dis - tu rien ? lui,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6159,dis - tu rien ? lui demanda - t -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6163,"? lui demanda - t - elle , surprise de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6176,"— C' est que , madame , je ne puis",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6178,"est que , madame , je ne puis pas accepter",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6187,accepter . A présent que je sais le prix de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6196,"de la grande poupée , je comprends que celle -",Female
