,text_surronding,Gender
Colette_Claudine-a-l-ecole_<Je-515>_15837,se sauvait en criant . Je cherchais à la secourir,female
Colette_Claudine-a-l-ecole_<Je-515>_15846,"secourir , mais Antonin Rabastens me retenait , vêtu de",female
Colette_Claudine-a-l-ecole_<Je-515>_15855,"de rose tendre , et m' arrêtait par le bras",female
Colette_Claudine-a-l-ecole_<Je-515>_15930,nuit absurde et qui ne me repose guère ! J',female
Colette_Claudine-a-l-ecole_<Je-515>_15934,ne me repose guère ! J' arrive en retard à,female
Colette_Claudine-a-l-ecole_<Je-515>_15942,retard à l' école et je considère mademoiselle Sergent avec,female
Colette_Claudine-a-l-ecole_<Je-515>_15960,rousse a réussi . Elle me lance des regards malicieux,female
Colette_Claudine-a-l-ecole_<Je-515>_15973,"mais fatiguée , abattue , je n' ai pas le",female
Colette_Claudine-a-l-ecole_<Je-515>_15990,"sortie de la classe , je vois mademoiselle Aimée qui",female
Colette_Claudine-a-l-ecole_<Je-515>_16002,rang les petites ( il me semble que j' ai,female
Colette_Claudine-a-l-ecole_<Je-515>_16005,( il me semble que j' ai rêvé la soirée,female
Colette_Claudine-a-l-ecole_<Je-515>_16014,soirée d' hier ) . Je lui dis bonjour en,female
Colette_Claudine-a-l-ecole_<Je-515>_16035,n' est pas là ; je m' arrête : –,female
Colette_Claudine-a-l-ecole_<Je-515>_16053,"Mais oui , merci . Vous avez les yeux battus",female
Colette_Claudine-a-l-ecole_<Je-515>_16081,est toujours aussi aimable avec vous ? Elle rougit et,female
Colette_Claudine-a-l-ecole_<Je-515>_16107,elle est très aimable . Je . . . je,female
Colette_Claudine-a-l-ecole_<Je-515>_16111,. Je . . . je crois que vous la,female
Colette_Claudine-a-l-ecole_<Je-515>_16114,". . je crois que vous la connaissez mal ,",female
Colette_Claudine-a-l-ecole_<Je-515>_16126,est pas du tout comme vous pensez . . .,female
Colette_Claudine-a-l-ecole_<Je-515>_16135,". Écœurée un peu , je la laisse bafouiller ;",female
Colette_Claudine-a-l-ecole_<Je-515>_16148,"bien emmêlé sa phrase , je l' arrête : –",female
Colette_Claudine-a-l-ecole_<Je-515>_16164,vous qui avez raison . Vous viendrez mercredi pour la,female
Colette_Claudine-a-l-ecole_<Je-515>_16177,"– Oh ! certainement , je l' ai demandé ,",female
Colette_Claudine-a-l-ecole_<Je-515>_16211,"la même façon , et je n' oserais pas aujourd'",female
Colette_Claudine-a-l-ecole_<Je-515>_16223,montrer le chagrin bruyant que j' ai laissé voir hier,female
Colette_Claudine-a-l-ecole_<Je-515>_16264,heures dans l' ombre sous ma fenêtre ; mais hier,female
Colette_Claudine-a-l-ecole_<Je-515>_16271,"; mais hier soir , je lui ai fait comprendre",female
Colette_Claudine-a-l-ecole_<Je-515>_16277,"lui ai fait comprendre que je m' en apercevais ,",female
Colette_Claudine-a-l-ecole_<Je-515>_16312,"il a refusé . – Vous savez , Armand est",female
Colette_Claudine-a-l-ecole_<Je-515>_16320,"Armand est sérieusement emballé sur vous , croyez - moi",female
Colette_Claudine-a-l-ecole_<Je-515>_16323,"emballé sur vous , croyez - moi ; j' ai",female
Colette_Claudine-a-l-ecole_<Je-515>_16326,", croyez - moi ; j' ai entendu une conversation",female
Colette_Claudine-a-l-ecole_<Je-515>_16349,", et . . . je ne vous dis que",female
Colette_Claudine-a-l-ecole_<Je-515>_16351,. . . je ne vous dis que ça !,female
Colette_Claudine-a-l-ecole_<Je-515>_16383,"voudrait des détails , mais je me sauve . Tâchons",female
Colette_Claudine-a-l-ecole_<Je-515>_16403,. Elles commencent jeudi ; je mettrai ma jupe bleue,female
Colette_Claudine-a-l-ecole_<Je-515>_16405,"commencent jeudi ; je mettrai ma jupe bleue , avec",female
Colette_Claudine-a-l-ecole_<Je-515>_16416,"blouse à plis qui dessine ma taille , et mon",female
Colette_Claudine-a-l-ecole_<Je-515>_16420,"dessine ma taille , et mon tablier , pas le",female
Colette_Claudine-a-l-ecole_<Je-515>_16437,à corsage ajusté ( qui me va pourtant bien ),female
Colette_Claudine-a-l-ecole_<Je-515>_16472,"frais pour ce monsieur , mes bonnes petites camarades s'",female
Colette_Claudine-a-l-ecole_<Je-515>_16500,", cette jolie oiselle qui m' aurait consolée de toutes",female
Colette_Claudine-a-l-ecole_<Je-515>_16510,"ces oies ! Maintenant , je sens bien que la",female
Colette_Claudine-a-l-ecole_<Je-515>_16553,lutter contre mademoiselle Sergent . J' espère seulement que cette,female
Colette_Claudine-a-l-ecole_<Je-515>_16561,que cette grosse déception ne m' attristera pas longtemps .,female
Colette_Claudine-a-l-ecole_<Je-515>_16572,"hui , en récréation , je joue éperdument pour me",female
Colette_Claudine-a-l-ecole_<Je-515>_16576,", je joue éperdument pour me secouer et me réchauffer",female
Colette_Claudine-a-l-ecole_<Je-515>_16579,éperdument pour me secouer et me réchauffer . Anaïs et,female
Colette_Claudine-a-l-ecole_<Je-515>_16584,"me réchauffer . Anaïs et moi , tenant solidement Marie",female
Colette_Claudine-a-l-ecole_<Je-515>_16626,"enfermée dans les cabinets , je la condamne à déclamer",female
Colette_Claudine-a-l-ecole_<Je-515>_16666,air . Les sœurs Jaubert me semblent impressionnées . C',female
Colette_Claudine-a-l-ecole_<Je-515>_16739,dicter les modèles pendant que je donne les places de,female
Colette_Claudine-a-l-ecole_<Je-515>_16768,"tour , vont être installées je ne sais où .",female
Colette_Claudine-a-l-ecole_<Je-515>_16784,- heure de solitude . Je commence : – Mes,female
Colette_Claudine-a-l-ecole_<Je-515>_16788,". Je commence : – Mes enfants , aujourd' hui",female
Colette_Claudine-a-l-ecole_<Je-515>_16794,"enfants , aujourd' hui , je vous dicte quelque chose",female
Colette_Claudine-a-l-ecole_<Je-515>_16845,conviction Marie Belhomme . – Tu as raison . Vous,female
Colette_Claudine-a-l-ecole_<Je-515>_16876,complexe des courbes lentes . Je me repose . La,female
Colette_Claudine-a-l-ecole_<Je-515>_16894,ne comprend pas . ( Moi non plus . ),female
Colette_Claudine-a-l-ecole_<Je-515>_16913,s' exclame : « Mais tu sais bien qu' on,female
Colette_Claudine-a-l-ecole_<Je-515>_16948,la moitié de ce que tu as dit . »,female
Colette_Claudine-a-l-ecole_<Je-515>_16960,"roulent quatre yeux défiants . Je continue , impassible :",female
Colette_Claudine-a-l-ecole_<Je-515>_17006,"chercher à comprendre , et j' éprouve une satisfaction bien",female
Colette_Claudine-a-l-ecole_<Je-515>_17020,Belhomme se plaindre encore et m' arrêter : « Attends,female
Colette_Claudine-a-l-ecole_<Je-515>_17043,lente courbe des quoi? » Je répète : « La,female
Colette_Claudine-a-l-ecole_<Je-515>_17062,". . Maintenant , recopiez - moi ça en ronde",female
Colette_Claudine-a-l-ecole_<Je-515>_17077,"après . » C' est ma joie , ces leçons",female
Colette_Claudine-a-l-ecole_<Je-515>_17098,la fin de juillet . Je dicte des choses extravagantes,female
Colette_Claudine-a-l-ecole_<Je-515>_17105,"des choses extravagantes , et j' ai un grand plaisir",female
Colette_Claudine-a-l-ecole_<Je-515>_17192,à la maison . Papa me confie le soin de,female
Colette_Claudine-a-l-ecole_<Je-515>_17200,"soin de les couper , je m' octroie celui de",female
Colette_Claudine-a-l-ecole_<Je-515>_17238,"bien rarement de malacologie . Moi , je m' y",female
Colette_Claudine-a-l-ecole_<Je-515>_17240,"de malacologie . Moi , je m' y instruis ,",female
Colette_Claudine-a-l-ecole_<Je-515>_17250,"sans comprendre toujours , et j' avertis papa quand les",female
Colette_Claudine-a-l-ecole_<Je-515>_17297,: – Ces choses que tu nous dictes aux leçons,female
Colette_Claudine-a-l-ecole_<Je-515>_17309,", je suis sûre que tu les inventes exprès .",female
Colette_Claudine-a-l-ecole_<Je-515>_17341,. Elle ne peut pas me blaguer et garde des,female
Colette_Claudine-a-l-ecole_<Je-515>_17370,"récrie : « Claudine , vous n' avez pas honte",female
Colette_Claudine-a-l-ecole_<Je-515>_17382,dicter des absurdités semblables ? Vous feriez mieux de retenir,female
Colette_Claudine-a-l-ecole_<Je-515>_17424,"déplaisent pas . Pourtant , je l' écoute sans rire",female
Colette_Claudine-a-l-ecole_<Je-515>_17431,"écoute sans rire , et ma rancune revient , de",female
Colette_Claudine-a-l-ecole_<Je-515>_17440,de sentir si près de moi celle qui a forcé,female
Colette_Claudine-a-l-ecole_<Je-515>_17546,"Directrice nous interpelle et malgré moi j' admire , comme",female
Colette_Claudine-a-l-ecole_<Je-515>_17547,"nous interpelle et malgré moi j' admire , comme toujours",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22793,"autour de mes épaules . La grande Anaïs , curieuse",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22803,", nous regarde en rapetissant ses yeux . – Tu",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22807,rapetissant ses yeux . – Tu vas bien ? –,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22816,"– Oui , docteur , je vous remercie beaucoup .",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22840,sérieux ! ) Pourquoi as - tu toujours les yeux,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22853,Parce que le bon Dieu me les a faits comme,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22861,faits comme ça . – Tu ne devrais pas lire,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22868,devrais pas lire autant . Tu lis dans ton lit,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22871,"autant . Tu lis dans ton lit , je parie",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22899,"– Heu … si , tu peux bien lire .",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22909,"Qu' est - ce que tu lis ? Voyons ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22923,. Il s' excite et m' a serré les épaules,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22934,un geste brusque . Mais je ne suis pas si,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22946,"l' autre jour , et je ne rougis pas ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22976,s' inondent . Ce qu' elle doit bouillir à l',female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22983,bouillir à l' intérieur ! J' en danse ! –,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22990,"danse ! – Hier , j' ai fini Aphrodite ;",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_22998,"Aphrodite ; ce soir , je commencerai La Femme et",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23009,"Pantin . – Oui ? Tu vas bien , toi",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23013,"? Tu vas bien , toi ! Pierre Louÿs ?",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23023,Peste ! Pas étonnant que tu … je voudrais bien,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23031,voudrais bien savoir ce que tu comprends là - dedans,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23040,dedans ? Tout ? ( Je ne suis pas poltrone,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23046,"ne suis pas poltrone , je crois , mais je",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23050,", je crois , mais je n' aimerais pas continuer",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23084,s' il se figure que je m' en vais lui,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23098,"… ) – Non , je ne comprends pas tout",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23115,"tout de même . Et j' ai aussi lu ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23131,", de Léon Daudet . Je termine l' Année de",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23142,", un Paul Adam qui me ravit ! – Oui",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23149,"! – Oui , et tu dors après ? …",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23155,dors après ? … Mais tu te fatigueras avec ce,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23165,"régime - là ; ménage - toi un peu ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23174,", ce serait dommage de t' abîmer , tu sais",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23177,"dommage de t' abîmer , tu sais . Qu' est",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23190,il croit donc ? Il me regarde de si près,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23202,"une si visible envie de me caresser , de m'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23206,"de me caresser , de m' embrasser , que voici",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23216,"le fâcheux fard brûlant qui m' envahit , et je",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23220,"qui m' envahit , et je perds mon assurance .",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23222,"envahit , et je perds mon assurance . Il craint",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23242,", lui , car il me laisse aller , en",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23250,", en respirant profondément et me quitte après une caresse",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23256,"quitte après une caresse sur mes cheveux , de la",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23267,"jusqu' à l' extrémité de mes boucles , comme sur",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23295,s' éloignent tous deux ; je les vois se parler,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23365,"fois , au contraire … Moi , le cœur me",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23369,"… Moi , le cœur me saute toujours un peu",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23388,c' est mal arrangé ! Je m' enfonce si loin,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23394,m' enfonce si loin dans mes pensées que je ne,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23397,loin dans mes pensées que je ne vois pas la,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23411,une danse sauvage autour de moi : – Veux -,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23415,de moi : – Veux - tu me laisser tranquille,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23468,", qui encore ? As - tu fait ton choix",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23471,? As - tu fait ton choix ? et mademoiselle,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23499,"Pour avoir la paix , je me jette sur elle",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23526,", et se sauve , je la poursuis , et",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23541,"de la pompe , où je lui verse un peu",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23569,"tout à fait . – Tu sais , c' est",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23672,"bavarde et rit , entre Dutertre et la Directrice ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23708,", c' est moi ! Je crois bien qu' il",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23735,grandes enjambées et salue profondément Dutertre qui lui serre la,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23736,enjambées et salue profondément Dutertre qui lui serre la main,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23771,". Pauvre Richelieu , il me fait de la peine",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23777,fait de la peine ! Je ne sais pas pourquoi,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23784,"sais pas pourquoi , mais j' ai idée que cette",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23823,", et en oublie de m' injurier . – Dis",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23830,". – Dis donc , me souffle - t -",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23859,qu' il y a ? J' éclate : « Il,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23941,", pour se marier ? Je ne peux pas m'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_23969,est pas habituelle ! Mais je ne la laisse pas,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24064,mains en revenant près de moi . – Qu' est,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24072,Qu' est - ce que tu as entendu ? –,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24125,"ça . Mais vrai , je n' aurais jamais cru",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24140,aussi sûr que ça ! Moi aussi je m' étonne,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24142,"que ça ! Moi aussi je m' étonne , mais",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24180,- dessous quelque chose que j' ignore ! Pourquoi aurait,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24234,Il va falloir encore que je m' arale {4} à,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24261,"que des femmes . Pour me dégourdir les idées ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24266,"me dégourdir les idées , j' organise une grande partie",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24276,"de « grue » avec mes camarades , et les",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24304,à jouer avec nous . Je trace deux raies distantes,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24313,"distantes de trois mètres , me place au milieu pour",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24336,et de quelques chutes que je favorise . On sonne,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24354,travail à l' aiguille . Je prends ma tapisserie avec,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24356,l' aiguille . Je prends ma tapisserie avec dégoût .,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24415,tout près de nous . Je parie qu' en fait,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24442,"de points de tapisserie , je suis prise d' un",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24452,accès soudain de stupidité qui m' empêche de savoir si,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24457,m' empêche de savoir si je dois changer de nuance,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24477,la même laine avec laquelle j' ai terminé une feuille,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24486,"feuille de saule . Et je sors , mon ouvrage",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24489,". Et je sors , mon ouvrage à la main",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24503,"à l' omnisciente Directrice . Je traverse le corridor ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24508,"Je traverse le corridor , j' entre dans la petite",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24557,". Ça devient curieux ! Je ressors , je pousse",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24560,"curieux ! Je ressors , je pousse la porte de",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24574,"dans l' escalier ! Si je montais ? Oui ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24585,qu' est - ce que je répondrai si on me,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24589,que je répondrai si on me trouve là ? Bah,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24595,trouve là ? Bah ! je dirai que je viens,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24598,Bah ! je dirai que je viens chercher mademoiselle Sergent,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24606,"mademoiselle Sergent , parce que j' ai entendu sa vieille",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24620,l' appelait . Houche ! Je monte sur mes chaussons,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24623,"Houche ! Je monte sur mes chaussons , doucement ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24632,", doucement , en laissant mes sabots en bas .",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24657,"bâille un peu , et je ne songe plus à",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24680,"dans son grand fauteuil , me tourne le dos ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24730,directrice rudoie ses subordonnées ! Je ne vois pas leurs,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24748,"dossier assez haut , mais je n' ai pas besoin",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24757,besoin de les voir . Mon cœur me bat dans,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24759,les voir . Mon cœur me bat dans les oreilles,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24771,"tout d' un coup , je bondis dans l' escalier",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24777,bondis dans l' escalier sur mes chaussons muets . Trois,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24784,muets . Trois secondes après je suis réinstallée à ma,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24788,"après je suis réinstallée à ma place , près de",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24816,"ne s' aperçoive pas de mon trouble , je demande",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24819,"pas de mon trouble , je demande à voir aussi",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24827,voir aussi comme si ça m' intéressait ! Il y,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24842,"Mendès , tout câlin qui me plairait , mais je",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24846,"qui me plairait , mais je n' ai pas bien",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24856,"la tête à ce que je lis , encore toute",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24865,toute pleine de ce que j' ai guetté là -,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24872,guetté là - haut ! Je n' en demandais pas,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24880,"demandais pas tant , et je ne croyais certes pas",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24891,tendresses si vives … Anaïs me montre un dessin de,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24930,"d' Armand Sylvestre , elle me dit avec des yeux",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_24970,étés . » Cette révélation m' explique sa sagesse relative,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25080,"yeux enchantés , scintillants ; je regarde cette rousse comme",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25086,regarde cette rousse comme si je n' étais pas sûre,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25108,". – Marie , vous me ferez une narration sur",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25118,"la maladresse , et vous me l' apporterez ce soir",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25155,la petite classe seulement . J' ai failli demander :,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25213,"et de dessin , sous ma surveillance . Je la",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25216,", sous ma surveillance . Je la regarde en souriant",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25223,"regarde en souriant , et je hoche la tête comme",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25253,"– Claudine , qu' avez - vous fait à votre",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25273,êtes vraiment pas fatiguée ! Je prends mon air le,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25275,pas fatiguée ! Je prends mon air le plus idiot,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25288,"– Mais , Mademoiselle , je suis allée tout à",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25322,n' y avait personne ; je vous ai appelée dans,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25338,"avait personne non plus . Je parle lentement , à",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25362,coutures se lèvent ; on m' écoute avidement ; les,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25373,grandes se demandent ce que la directrice pouvait faire au,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25441,y installer bientôt . » Je fais un geste de,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25457,dire : « Oh ! je n' ai pas à,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25480,votre devoir . » Mais j' éprouve un contentement rageur,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25488,contentement rageur à penser que je pourrais lui répliquer :,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25544,bouche . » Pendant que je roule des pensées de,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25626,falloir sortir encore ! Ça m' est égal que le,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25761,", horreur ! Pendant que je rage , les autres",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25776,la grande Anaïs attend que je commence pour copier son,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25825,"un quart d' heure , je me décide , et",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25830,"je me décide , et j' écris tout de suite",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25858,"heures , en sortant , je constate sans douleur que",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25865,sans douleur que c' est mon tour de balayage avec,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25876,". D' habitude cette corvée me dégoûte , mais aujourd'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25884,"mais aujourd' hui , ça m' est égal , j'",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25888,"ça m' est égal , j' aime mieux ça même",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25900,"allant chercher l' arrosoir , je rencontre enfin mademoiselle Aimée",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25960,"vacances , sans doute … Vous ne le trouvez pas",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25969,"pas laid , dites , M . Duplessis ? –",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_25993,"l' autre , tellement ! Vous l' aimez ? –",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26003,"Mais , dame , puisque je l' accepte comme mari",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26016,voilà une raison ! Ne me faites donc pas des,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26025,"des réponses semblables , croyez - vous parler à Marie",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26032,parler à Marie Belhomme ? Vous ne l' aimez guère,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26038,"ne l' aimez guère , vous le trouvez gentil et",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26043,vous le trouvez gentil et vous avez envie de vous,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26063,"par vanité , pour embêter vos camarades de l' École",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26090,"c' est tout ce que je peux lui souhaiter ,",female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26105,d' être aimé mieux que vous ne l' aimez .,female
Colette_Claudine-a-l-ecole_<La grande Anaïs-906>_26116,"! Là - dessus , je tourne les talons ,",female
