,text_surronding,,,,Gender
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_10953,". Pourtant , autre chose m' aurait dû renseigner sur",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_10958,m' aurait dû renseigner sur mes véritables sentiments . Il,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_10969,"a quelques mois , quand je rencontrais Marthe , mon",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_10973,"quand je rencontrais Marthe , mon prétendu amour ne m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_10977,", mon prétendu amour ne m' empêchait pas de la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11010,". Aujourd' hui , si je ne pensais pas comme",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11017,"pensais pas comme elle , je me donnais tort .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11026,". Après la grossièreté de mes premiers désirs , c'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11040,un sentiment plus profond qui me trompait . Je ne,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11043,profond qui me trompait . Je ne me sentais plus,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11055,rien entreprendre de ce que je m' étais promis .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11060,je m' étais promis . Je commençais à respecter Marthe,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11067,"à respecter Marthe , parce je commençais à l' aimer",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11073,commençais à l' aimer . Je revins tous les soirs,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11079,revins tous les soirs ; je ne pensai même pas,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11088,"pas à la prier de me montrer sa chambre ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11104,Jacques trouvait nos meubles . Je ne souhaitais plus rien,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11132,"un l' autre , et moi , n' osant pas",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11145,peur qu' un seul de mes gestes suffît à chasser,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11168,"le goûter seule . Dans ma paresse heureuse , elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11180,l' indifférence . Pensant que je ne l' aimais pas,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11190,", elle s' imagina que je me lasserais vite de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11205,elle ne faisait rien pour m' attacher à elle .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11214,. Nous nous taisions . J' y voyais une preuve,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11222,une preuve du bonheur . Je me sentais tellement près,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11228,"me sentais tellement près de Marthe , avec la certitude",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11246,"choses , que lui parler m' eût semblé absurde ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11272,La sagesse eût été de me servir de moyens de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11301,de plus subtils . A me voir tous les jours,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11321,", Marathe se figura que je m' ennuyais de plus",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11336,sentait prête à tout pour me distraire . Sa chevelure,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11352,du feu . Ou plutôt je croyais qu' elle dormait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11370,"mettre ses bras autour de mon cou , et une",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11382,", les yeux humides , me dire qu' elle venait",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11397,. Elle ne voulait jamais me le raconter . Je,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11401,jamais me le raconter . Je profitais de son faux,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11468,"la passion puisse recourir . Moi , je les croyais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11470,"puisse recourir . Moi , je les croyais permises à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11475,je les croyais permises à mon amitié . Pourtant je,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11479,à mon amitié . Pourtant je commençai à me désespérer,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11499,droits sur une femme . Je me passerai bien de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11508,"de l' amour , pensai - je , mais jamais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11527,", pour en avoir , j' étais même décidé à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11541,en croyant le déplorer . Je désirais Marthe et ne,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11561,"tête appuyée contre un de mes bras , je me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11564,"un de mes bras , je me penchais sur elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11587,feu . Un jour que je m' approchais trop sans,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11594,approchais trop sans pourtant que mon visage touchât le sien,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11600,"visage touchât le sien , je fus comme l' aiguille",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11635,aiguille? C' est ainsi que je sentis mes lèvres contre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11637,est ainsi que je sentis mes lèvres contre les siennes,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11659,"qui ne dort pas . Je l' embrassai , stupéfait",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11665,"l' embrassai , stupéfait de mon audace , alors qu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11678,"était elle qui , lorsque j' approchais de son visage",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11686,"son visage , avait attitré ma tête contre sa bouche",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11698,deux mains s' accrochaient à mon cou ; elles ne,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11714,dans un naufrage . Et je ne comprenais pas si,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11722,"pas si elle voulait que je la sauve , ou",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11729,"sauve , ou bien que je me noie avec elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11743,"était assise , elle tenait ma tête sur ses genoux",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11750,"sur ses genoux , caressant mes cheveux , et me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11754,"caressant mes cheveux , et me répétant très doucement :",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11763,": « Il faut que tu t' en ailles ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11776,plus jamais revenir . » Je n' osais pas la,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11784,pas la tutoyer ; lorsque je ne pouvais plus me,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11791,"pouvais plus me taire , je cherchais longuement mes mots",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11794,"taire , je cherchais longuement mes mots , construisant mes",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11798,"longuement mes mots , construisant mes phrases de façon à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11811,"parler directement , car si je ne pouvais pas la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11818,"pouvais pas la tutoyer , je sentais combien il était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11831,de lui dire vous . Mes larmes me brûlaient .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11833,dire vous . Mes larmes me brûlaient . S' il,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11847,"la main de Marthe , je m' attendais toujours à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11858,entendre pousser un cri . Je m' accusai d' avoir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11872,me disant qu' en effet j' avais été fou de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11878,avais été fou de poser mes lèvres contre les siennes,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11890,que c' était elle qui m' avait embrassé . «,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11898,". « Il faut que tu t' en ailles ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11909,plus jamais revenir . » Mes larmes de rage se,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11916,de rage se mêlaient à mes larmes de peine .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11937,"que le piège . Si j' avais parlé , ç'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11969,"trop tard , la faisais - je penser , dans",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11974,#¿NOMBRE?,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11984,"clairvoyante , après tout , j' aime autant qu' il",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11988,", j' aime autant qu' il souffre . » Dans",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11996,"» Dans ce feu , je grelottais , je claquais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_11999,"feu , je grelottais , je claquais des dents .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12005,claquais des dents . A ma véritable peine qui me,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12009,A ma véritable peine qui me sortait de l' enfance,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12021,ajoutaient des sentiments enfantins . J' étais le spectateur qui,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12039,le dénouement lui déplaît . Je lui dis : «,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12044,Je lui dis : « Je ne m' en irai,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12056,Vous vous êtes moquée de moi . Je ne veux,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12058,êtes moquée de moi . Je ne veux plus vous,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12067,vous voir . »Car si je ne voulais pas rentrer,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12073,"ne voulais pas rentrer chez mes parents , je ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12076,"rentrer chez mes parents , je ne voulais pas non",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12085,non plus revoir Marthe . Je l' aurais plutôt chassée,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12098,!Mais elle sanglotait : « Tu es un enfant .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12103,Tu es un enfant . Tu ne comprends donc pas,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12111,donc pas que si je te demande de t' en,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12122,", c' est que je t' aime . »Haineusement ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12127,"t' aime . »Haineusement , je lui dis que je",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12131,", je lui dis que je comprenais fort bien qu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12156,"la tête : « Avant toi , j' étais heureuse",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12180,me comprendre . C' est toi qui m' as montré,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12199,n' est pas celui que tu penses . Ce n',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12218,", mais de ne pas te mentir . Va -",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12232,me crois pas méchante; bientôt tu m' auras oubliée .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12246,pas causer le malheur de ta vie . Je pleure,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12259,je suis trop vieille pour toi ! » Ce mot,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12279,que soient les passions que j' éprouve dans la suite,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12316,La saveur du premier baiser m' avait déçu comme un,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12358,"minutes après , non seulement j' étais habitué à la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12369,"de Marthe , mais encore je ne pouvais plus m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12385,alors qu' elle parlait de m' en priver à tout,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12398,"soir - là , Marthe me reconduisit jusqu' à la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12406,à la maison . Pour me sentir plus près d',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12412,sentir plus près d' elle je me blottissais sous sa,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12420,"sous sa cape , et je la tenais par la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12456,dans quelques instants . Elle me faisait lui jurer mille,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12467,". Devant la maison de mes parents , je ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12470,"maison de mes parents , je ne voulus pas laisser",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12501,"fin , car elle voulait m' accompagner encore . J'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12505,"voulait m' accompagner encore . J' acceptai , à condition",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12512,", à condition qu' elle me laisserait à moitié route",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12518,laisserait à moitié route . J' arrivai une demi -,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12536,était la première fois . Je mis ce retard sur,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12546,le compte du train . Mon père fit semblant de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12557,croire . Plus rien ne me pesait . Dans la,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12564,". Dans la rue , je marchais aussi légèrement que",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12570,marchais aussi légèrement que dans mes rêves . Jusqu' ici,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12578,"Jusqu' ici tout ce que j' avais convoité , enfant",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12589,il en avait fallu faire mon deuil . D' autre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12598,"autre part , la reconnaissance me gâtait les jouets offerts",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12619,donne lui - même ! J' étais ivre de passion,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12634,; ce n' est pas moi qui l' avais dit,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12635,"ce n' est pas moi qui l' avais dit ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12644,", c' était elle . Je pouvais toucher sa figure",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12664,", l' abîmer , à ma guise . Dans mon",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12668,"à ma guise . Dans mon délire , je la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12671,". Dans mon délire , je la mordais aux endroits",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12693,d' avoir un amant . J' aurais voulu pouvoir y,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12699,aurais voulu pouvoir y marquer mes initiales . Ma sauvagerie,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12702,y marquer mes initiales . Ma sauvagerie d' enfant retrouvait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12743,pouvoir embrasser ses seins . Je n' osais pas le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12780,"ses lèvres étant venue , je n' envisageai pas d'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12839,plus en plus rares . Je ne voyais pas flamber,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12860,"et , somme toute , j' avais peur de voir",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12873,"Marthe , qui souvent maintenant me demandait s' il était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12880,s' il était vrai que je l' avais aimée dès,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_12889,"dès notre première rencontre , me reprochait de ne le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13106,Les jours où elle ne m' accompagnait pas à Paris,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13121,"un peignoir , attendait que je revinsse de mes cours",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13124,"attendait que je revinsse de mes cours de dessin ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13153,de renouveler sa provision . Je ne sais quelle timidité,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13179,"n' a jamais fait , me retenait . Je pensais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13182,"fait , me retenait . Je pensais à Daphnis .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13212,"Au fait , ne considérais - je pas Marthe plutôt",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13247,"Le soir , seul dans mon lit , j' appelais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13250,"seul dans mon lit , j' appelais Marthe , m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13258,", m' en voulant , moi qui me croyais un",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13259,"m' en voulant , moi qui me croyais un homme",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13276,pour finir d' en faire ma maîtresse . Chaque jour,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13286,", allant chez elle , je me promettais de ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13305,"jour de l' anniversaire de mes seize ans , au",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13317,"mars 1918 , tout en me suppliant de ne pas",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13326,"pas me fâcher , elle me fit cadeau d' un",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13340,"sien , qu' elle voulait me voir mettre chez elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13347,"mettre chez elle . Dans ma joie , je faillis",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13350,". Dans ma joie , je faillis faire un calembour",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13356,"faillis faire un calembour , moi qui n' en faisais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13357,"faire un calembour , moi qui n' en faisais jamais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13363,n' en faisais jamais . Ma robe prétexte ! Car,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13369,robe prétexte ! Car il me semblait que ce qui,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13378,"qui jusqu' ici avait entravé mes désirs , c' était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13389,"peur du ridicule , de me sentir habillé , lorsqu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13402,était pas . D' abord je pensai à mettre cette,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13413,"le jour même . Puis je rougis , comprenant ce",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13433,"de notre amour , Marthe m' avait donné une clef",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13444,"son appartement , afin que je n' eusse pas à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13465,elle était en ville . Je pouvais me servir moins,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13480,Nous étions un samedi . Je quittai Marthe en lui,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13495,lendemain avec elle . Mais j' étais décidé à revenir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13509,"possible . A dîner , j' annonçai à mes parents",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13512,"dîner , j' annonçai à mes parents que j' entreprendrais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13515,annonçai à mes parents que j' entreprendrais le lendemain avec,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13530,la forêt de Sénart . Je devais pour cela partir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13556,"deviner l' heure à laquelle j' étais parti , et",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13562,"étais parti , et si j' avais découché . A",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13569,découché . A peine avais - je fait part de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13577,"part de ce projet à ma mère , qu' elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13597,", pour la route . J' étais consterné , ce",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13611,romanesque et le sublime de mon acte . Moi qui,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13614,sublime de mon acte . Moi qui goûtais d' avance,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13615,de mon acte . Moi qui goûtais d' avance l',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13624,l' effroi de Marthe quand j' entrerais dans sa chambre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13630,"entrerais dans sa chambre , je pensais maintenant à ses",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13653,ménagère à son bras . J' eus beau dire à,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13658,J' eus beau dire à ma mère que René s',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13704,mère emplissait ce panier qui me gâtait d' avance ma,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13708,qui me gâtait d' avance ma première nuit d' amour,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13714,"première nuit d' amour , je voyais les yeux pleins",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13722,yeux pleins de convoitise de mes frères . Je pensai,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13725,convoitise de mes frères . Je pensai bien à le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13753,"et pour le plaisir de me perdre , ils eussent",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13764,raconté . Il fallait donc me résigner puisque nulle cachette,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13770,résigner puisque nulle cachette ne me semblait assez sûre .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13775,me semblait assez sûre . Je m' étais juré de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13789,minuit pour être sûr que mes parents dormissent . J',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13793,que mes parents dormissent . J' essayai de lire .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13809,"la mairie , et que mes parents étaient couchés depuis",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13818,"depuis quelque temps déjà , je ne pus attendre .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13829,"habitaient au premier étage , moi au rez - de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13837,- de - chaussée . Je n' avais pas mis,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13842,Je n' avais pas mis mes bottines afin d' escalader,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13872,"à cause des bouteilles , j' ouvris avec précaution une",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13907,"éteinte dans la chambre de mes parents , je fus",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13910,"chambre de mes parents , je fus sur le point",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13920,de me recoucher . Mais j' étais en route .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13938,à cause de la pluie je dus les remettre .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13945,les remettre . Ensuite il me fallait escalader le mur,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13960,cloche de la grille . Je m' approchai du mur,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13968,"du mur , contre lequel j' avais pris soin ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_13985,chaise de jardin pour faciliter mon évasion . Ce mur,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14005,"les rendait glissantes . Comme je m' y suspendais ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14016,une d' elles tomba . Mon angoisse décupla le bruit,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14033,sauter dans la rue . Je tenais le panier avec,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14038,Je tenais le panier avec mes dents ; je tombai,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14041,panier avec mes dents ; je tombai dans une flaque,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14051,". Une longue minute , je restai debout , les",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14063,"vers la fenêtre lumineuse de mes parents , pour voir",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14084,La fenêtre resta vide . J' étais sauf!Pour me rendre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14092,me rendre jusque chez Marthe je suivis la Marne .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14097,je suivis la Marne . Je comptais cacher mon panier,,,,Male
