,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91469,tu te sauveras ! dit le poète . – Pardonnez,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91474,"le poète . – Pardonnez - lui , mon Dieu",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91480,"lui , mon Dieu , c' est un enfant !",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91504,"passées chez d' Arthez , Lucien avait étudié les plaisanteries",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91528,"des plus spirituels rédacteurs , il s' essaya secrètement à",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91540,"de la pensée , et sortit un matin avec la",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91563,légères de la Presse . Il se mit dans sa,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91567,. Il se mit dans sa tenue la plus distinguée,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91573,tenue la plus distinguée et passa les ponts en pensant,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91589,", des écrivains , enfin ses frères futurs auraient un",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91612,contre lesquels s' étaient heurtées ses espérances . Il rencontrerait,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91615,"étaient heurtées ses espérances . Il rencontrerait des sympathies ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91628,douce affection comme celle qu' il trouvait au Cénacle de,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91658,"les hommes d' imagination , il arriva rue Saint -",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91684,journal et dont l' aspect lui fit éprouver les palpitations,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91699,un mauvais lieu . Néanmoins il monta dans les bureaux,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91732,"grillagée jusqu' au plafond , il trouva un invalide manchot",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91791,"le surnom de Coloquinte , lui montra derrière le grillage",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91852,que parte son abonnement ? lui demanda l' officier de,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91861,de l' Empire . – Je ne viens pas pour,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91870,"pour un abonnement , répondit Lucien . Le poète regarda",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91872,"abonnement , répondit Lucien . Le poète regarda sur la",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_91884,"correspondait à celle par laquelle il était entré , la",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146188,attaques préparatoires des amis de Lucien et son article avaient,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146307,"accourait donc pour capituler avec Lucien . De Sultan ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146343,il obtint de parler à Lucien . Ce fier libraire,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146345,de parler à Lucien . Ce fier libraire prit l',Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146375,"Ne vous dérangez pas , mes chers amours ! dit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146380,mes chers amours ! dit - il . Sont -,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146393,ces deux tourtereaux ! vous me faites l' effet de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146445,à les ôter . Et il se mit à rire,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146452,mit à rire sans achever sa plaisanterie . Mon petit,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146455,"sans achever sa plaisanterie . Mon petit , dit -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146459,". Mon petit , dit - il en continuant et",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146468,"et s' asseyant auprès de Lucien … Mademoiselle , je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146472,"de Lucien … Mademoiselle , je suis Dauriat , dit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146474,"… Mademoiselle , je suis Dauriat , dit - il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146477,"je suis Dauriat , dit - il en s' interrompant",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146483,il en s' interrompant . Le libraire jugea nécessaire de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146494,"le coup de pistolet de son nom , en ne",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146509,"reçu par Coralie . – Monsieur , avez - vous",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146512,". – Monsieur , avez - vous déjeuné , voulez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146538,"mieux à table , répondit Dauriat . D' ailleurs ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146548,"en acceptant votre déjeuner , j' aurai le droit de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146558,"vous avoir à dîner avec mon ami Lucien , car",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146598,", dit Coralie . – Vous êtes homme de trop",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146611,"ne pas savoir ce qui m' amène , dit Dauriat",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146615,"qui m' amène , dit Dauriat en regardant Lucien .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146618,", dit Dauriat en regardant Lucien . – Vous venez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146621,en regardant Lucien . – Vous venez acheter mon recueil,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146624,. – Vous venez acheter mon recueil de sonnets ?–,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146632,"sonnets ?– Précisément , répondit Dauriat . Avant tout ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146646,part et d' autre . Il tira de sa poche,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146649,autre . Il tira de sa poche un élégant portefeuille,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146655,"poche un élégant portefeuille , prit trois billets de mille",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146663,"de mille francs , les mit sur une assiette ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146678,d' un air courtisanesque en lui disant : – Monsieur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146682,en lui disant : – Monsieur est - il content,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146684,disant : – Monsieur est - il content ?– Oui,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146691,"content ?– Oui , dit le poète qui se sentit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146693,"Oui , dit le poète qui se sentit inondé par",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146709,"de cette somme inespérée . Lucien se contint , mais",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146714,"Lucien se contint , mais il avait envie de chanter",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146723,"chanter , de sauter , il croyait à la Lampe",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146733,"Merveilleuse , aux Enchanteurs ; il croyait enfin à son",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146737, il croyait enfin à son génie . – Ainsi,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146747,", les Marguerites sont à moi ? dit le libraire",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146750,sont à moi ? dit le libraire . Mais vous,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146754,dit le libraire . Mais vous n' attaquerez jamais aucune,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146760,n' attaquerez jamais aucune de mes publications . – Les,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146768,"– Les Marguerites sont à vous , mais je ne",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146771,"sont à vous , mais je ne puis engager ma",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146775,"mais je ne puis engager ma plume , elle est",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146781,"plume , elle est à mes amis , comme la",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146789,"comme la leur est à moi . – Mais ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146796,"– Mais , enfin , vous devenez un de mes",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146800,", vous devenez un de mes auteurs . Tous mes",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146804,de mes auteurs . Tous mes auteurs sont mes amis,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146807,. Tous mes auteurs sont mes amis . Ainsi vous,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146811,sont mes amis . Ainsi vous ne nuirez pas à,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146816,vous ne nuirez pas à mes affaires sans que je,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146820,à mes affaires sans que je sois averti des attaques,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146827,averti des attaques afin que je puisse les prévenir .,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146838,D' accord . – À votre gloire ! dit Dauriat,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146842,À votre gloire ! dit Dauriat en haussant son verre,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146845,! dit Dauriat en haussant son verre . – Je,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146849,haussant son verre . – Je vois bien que vous,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146853,– Je vois bien que vous avez lu les Marguerites,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146860,"lu les Marguerites , dit Lucien . Dauriat ne se",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146862,"Marguerites , dit Lucien . Dauriat ne se déconcerta pas",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146869,"se déconcerta pas . – Mon petit , acheter les",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146894,". Dans six mois , vous serez un grand poète",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146900,"serez un grand poète ; vous aurez des articles ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146906,"aurez des articles , on vous craint , je n'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146909,", on vous craint , je n' aurai rien à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146917,rien à faire pour vendre votre livre . Je suis,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146920,pour vendre votre livre . Je suis aujourd' hui le,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146938,". Ce n' est pas moi qui ai changé ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146939,"Ce n' est pas moi qui ai changé , mais",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146944,"qui ai changé , mais vous : la semaine dernière",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146950,": la semaine dernière , vos sonnets étaient pour moi",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146954,", vos sonnets étaient pour moi comme des feuilles de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146976,"» . , aujourd' hui votre position en a fait",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146990,"Eh ! bien , dit Lucien que le plaisir sultanesque",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_146991,"! bien , dit Lucien que le plaisir sultanesque d'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147001,avoir une belle maîtresse et que la certitude de son,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147014,"et adorablement impertinent , si vous n' avez pas lu",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147019,"vous n' avez pas lu mes sonnets , vous avez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147022,"pas lu mes sonnets , vous avez lu mon article",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147025,"sonnets , vous avez lu mon article . – Oui",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147031,"article . – Oui , mon ami , sans cela",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147037,"ami , sans cela serais - je venu si promptement",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147056,terrible article . Ah ! vous avez un immense talent,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147062,"avez un immense talent , mon petit . Croyez -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147066,", mon petit . Croyez - moi , profitez de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147075,"de la vogue , dit - il avec une bonhomie",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147090,du mot . Mais avez - vous reçu le journal,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147098,"le journal , l' avez - vous lu ?– Pas",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147106,"?– Pas encore , dit Lucien , et cependant voilà",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147115,voilà la première fois que je publie un grand morceau,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147130,"l' aura fait adresser chez moi , rue Charlot .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147148,imitant Talma dans Manlius . Lucien prit la feuille que,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147154,prit la feuille que Coralie lui arracha . – À,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147163,"À moi les prémices de votre plume , vous savez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147166,"prémices de votre plume , vous savez bien , dit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147176,- elle en riant . Dauriat fut étrangement flatteur et,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147183,"étrangement flatteur et courtisan , il craignait Lucien , il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147185,"et courtisan , il craignait Lucien , il l' invita",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147187,", il craignait Lucien , il l' invita donc avec",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147188,"il craignait Lucien , il l' invita donc avec Coralie",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147198,à un grand dîner qu' il donnait aux journalistes vers,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147209,fin de la semaine . Il emporta le manuscrit des,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147218,des Marguerites en disant à son poète de passer quand,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147223,son poète de passer quand il lui plairait aux Galeries,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147224,poète de passer quand il lui plairait aux Galeries de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147235,pour signer le traité qu' il tiendrait prêt . Toujours,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147246,aux façons royales par lesquelles il essayait d' en imposer,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147267,"que pour un libraire , il laissa les trois mille",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147279,"en prendre de reçu , refusa la quittance offerte par",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147284,refusa la quittance offerte par Lucien en faisant un geste,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147293,"geste de nonchalance , et partit en baisant la main",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147310,", mon amour , aurais - tu vu beaucoup de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147321,"chiffons - là , si tu étais resté dans ton",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147325,si tu étais resté dans ton trou de la rue,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147335,de Cluny à marauder dans tes bouquins de la bibliothèque,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147347,Geneviève ? dit Coralie à Lucien qui lui avait raconté,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147348,? dit Coralie à Lucien qui lui avait raconté toute,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147353,"qui lui avait raconté toute son existence . Tiens ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147358,"son existence . Tiens , tes petits amis de la",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147403,étaient des Jobards ! et Lucien entendit cet arrêt en,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147410,cet arrêt en riant . Il avait lu son article,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147413,"riant . Il avait lu son article imprimé , il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147417,"lu son article imprimé , il venait de goûter cette",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147448,". En lisant et relisant son article , il en",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147451,"et relisant son article , il en sentait mieux la",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147506,que les belles pensées . Lucien enivré ne songeait plus,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147516,"à Nathan , Nathan était son marche - pied ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147521,"son marche - pied , il nageait dans la joie",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147527,"nageait dans la joie , il se voyait riche .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147595,"vie parisienne devaient éteindre , le ramena sur la place",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147603,la place du Mûrier . Il se rappela sa belle,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147606,"Mûrier . Il se rappela sa belle , sa noble",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147609,"se rappela sa belle , sa noble sœur Ève ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147614,"sa noble sœur Ève , son David et sa pauvre",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147617,"Ève , son David et sa pauvre mère ; aussitôt",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147622,sa pauvre mère  aussitôt il envoya Bérénice changer un,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147633,", et pendant ce temps il écrivit une petite lettre",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147639,écrivit une petite lettre à sa famille ,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147643, puis il dépêcha B  rénice aux Messageries,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147655,"de ne pouvoir , s' il tardait , donner les",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147664,les cinq cents francs qu' il adressait à sa mère,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147671,"à sa mère . Pour lui , pour Coralie ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147687,"action . L' actrice embrassa Lucien , elle le trouva",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147690,"actrice embrassa Lucien , elle le trouva le modèle des",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147692,"Lucien , elle le trouva le modèle des fils et",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147701,"et des frères , elle le combla de caresses ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147729,"– Nous avons maintenant , lui dit - elle ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147750,"faire un petit carnaval , tu as bien assez travaillé",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147767,jouir de la beauté d' un homme que toutes les,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147777,"femmes allaient lui envier , le ramena chez Staub ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147786,", elle ne trouvait pas Lucien assez bien habillé .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147813,"du Val - Noble où Lucien trouva Rastignac , Bixiou",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147869,", et qui tous accueillirent Lucien à merveille . Lucien",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147873,"accueillirent Lucien à merveille . Lucien , sûr de lui",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147877,". Lucien , sûr de lui , déploya son esprit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147880,"sûr de lui , déploya son esprit comme s' il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147884,déploya son esprit comme s' il n' en faisait pas,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147892,"faisait pas commerce , et fut proclamé homme fort ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147894,"commerce , et fut proclamé homme fort , éloge alors",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147916,il faudra voir ce qu' il a dans le ventre,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147977,compagnie se rendit . Ainsi Lucien reparut triomphant là où,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147987,", quelques mois auparavant , il était lourdement tombé .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_147992,il était lourdement tombé . Il se produisit au foyer,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148013,face les dandies qui naguère l' avaient mystifié . Il,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148017,naguère l' avaient mystifié . Il tenait Châtelet sous ses,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148021,. Il tenait Châtelet sous ses pieds ! De Marsay,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148043,"alors quelques airs insolents avec lui . Certes , il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148051,", il avait été question du beau , de l'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148055,"question du beau , de l' élégant Lucien dans la",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148083,de Bargeton lorgnèrent Coralie . Lucien excitait - il un,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148085,lorgnèrent Coralie . Lucien excitait - il un regret dans,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148100,Bargeton ? Cette pensée préoccupa le poète : en voyant,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148115,un désir de vengeance agitait son cœur comme au jour,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148121,cœur comme au jour où il avait essuyé le mépris,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148131,de cette femme et de sa cousine aux Champs -,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148140,- Élysées . – Êtes - vous venu de votre,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148144,Êtes - vous venu de votre province avec une amulette,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148153,amulette ? dit Blondet à Lucien en entrant quelques jours,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148163,après vers onze heures chez Lucien qui n' était pas,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148164,vers onze heures chez Lucien qui n' était pas encore,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148171,"était pas encore levé . Sa beauté , dit -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148179,dit - il en montrant Lucien à Coralie qu' il,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148206,"en bas . Je viens vous mettre en réquisition ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148221,"il en serrant la main au poète , hier ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148238,Montcornet a voulu que je vous présentasse chez elle .,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148243,vous présentasse chez elle . Vous ne refuserez pas une,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148256,"jeune , et chez qui vous trouverez l' élite du",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148265,"du beau monde ?– Si Lucien est gentil , dit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148272,"gentil , dit Coralie , il n' ira pas chez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148284,. Qu' a - t - il besoin de traîner,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148289,plastron de son journal . Le baron Châtelet a la,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148295,cravate dans le monde ? il s' y ennuierait .,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148302,y ennuierait . – Voulez - vous le tenir en,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148304,. – Voulez - vous le tenir en chartre privéeErreur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148330,? dit Blondet . Êtes - vous jalouse des femmes,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148355,". – Comment le sais - tu , ma petite",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148371,"Par leurs maris , répondit - elle . Vous oubliez",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148377,elle . Vous oubliez que j' ai eu de Marsay,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148388,"six mois . – Croyez - vous , mon enfant",Male,
